'대여일자','대여소번호','대여소','대여건수','반납건수'
'201704','816',' 신용산역 6번출구 앞',4,3
'201704','817',' 삼각지역 4번출구 앞',2,1
'201704','818',' 숙명여대 입구 교차로',1,1
'201704','819',' 선린인터넷 고등학교',0,1
'201704','820',' 청파동입구 교차로',1,3
'201704','822',' 이촌1동 마을공원',5,9
'201704','825',' 서빙고동 주민센터 앞',6,9
'201704','199',' 서울 월드컵 경기장',1,2
'201704','388',' 동성중학교 앞',1,1
'201704','584',' 광진광장 교통섬',0,1
'201704','906',' 연신내역 5번출구150M 아래',1,1
'201704','201',' 진미파라곤 앞',3,6
'201704','202',' 국민일보 앞',7,7
'201704','위트콤','위트콤',6,6
'201704','103',' 망원역 2번출구 앞',2,3
'201704','204',' 국회의사당역 5번출구 옆',10,8
'201704','203',' 국회의사당역 3번출구 옆',8,6
'201704','205',' 산업은행 앞',10,7
'201704','206',' KBS 앞',12,3
'201704','209',' 유진투자증권빌딩 앞',4,3
'201704','210',' IFC몰',6,10
'201704','211',' 여의도역 4번출구 옆',24,15
'201704','212',' 여의도역 1번출구 옆',28,8
'201704','213',' KT앞',6,7
'201704','104',' 합정역 1번출구 앞',12,4
'201704','214',' 금융감독원 앞',3,0
'201704','219',' 롯데캐슬엠파이어 옆',0,1
'201704','220',' 미성아파트 A동 앞',2,2
'201704','215',' 여의도고교 앞',5,3
'201704','216',' 삼부아파트1동 앞',2,2
'201704','221',' 여의도초교 앞',6,12
'201704','222',' 시범아파트버스정류장 옆',3,8
'201704','105',' 합정역 5번출구 앞',9,5
'201704','224',' 롯데캐슬 앞',4,6
'201704','225',' 앙카라공원 앞',4,5
'201704','226',' 샛강역 1번출구 앞',9,9
'201704','207',' 여의나루역 1번출구 앞',67,80
'201704','401',' 상암월드컵파크 10단지 앞',0,1
'201704','402',' 상암월드컵파크 9단지 앞',1,1
'201704','403',' 부엉이공원 앞',6,0
'201704','106',' 합정역 7번출구 앞',2,7
'201704','405',' DMC빌 앞',9,11
'201704','408',' LG CNS앞',1,2
'201704','420',' 서울시 공공자전거 상암센터',3,3
'201704','409',' 누리꿈스퀘어 옆',4,6
'201704','419',' 홈플러스 앞',10,9
'201704','418',' 월드컵경기장역 3번출구 옆',1,1
'201704','107',' 신한은행 서교동금융센터점 앞',13,12
'201704','411',' DMC홍보관',1,1
'201704','415',' DMC역 9번출구 앞',7,5
'201704','502',' 뚝섬유원지역 1번출구 앞',7,5
'201705',,,0,4
'201705','108',' 서교동 사거리',5,3
'201705','503',' 더샵스타시티 C동 앞',2,2
'201705','504',' 신자초교입구교차로',3,3
'201705','509',' 이마트 버스정류소 옆',0,1
'201705','510',' 서울숲 남문 버스정류소 옆',7,6
'201705','511',' 서울숲역 4번 출구 옆',7,7
'201705','512',' 뚝섬역 1번 출구 옆',3,1
'201705','109',' 제일빌딩 앞',2,4
'201705','400',' 상암한화오벨리스크 1차 앞',4,11
'201705','514',' 성수사거리 버스정류장 앞',0,6
'201705','300',' 정동사거리',8,2
'201705','301',' 경복궁역 7번출구 앞',8,7
'201705','302',' 경복궁역 4번출구 뒤',9,8
'201705','115',' 사루비아 빌딩 앞',12,12
'201705','304',' 광화문역 2번출구 앞',5,8
'201705','305',' 종로구청 옆',1,3
'201705','306',' 광화문역 7번출구 앞',4,3
'201705','307',' 서울역사박물관 앞',5,3
'201705','308',' 광화문 S타워 앞',1,1
'201705','309',' 광화문역 6번출구 옆',4,8
'201705','310',' 청계광장 옆',13,6
'201705','311',' 서울광장 옆',12,10
'201705','312',' 시청역 1번출구 뒤',7,14
'201705','313',' 서울역 광장 파출소 옆',2,4
'201705','314',' 국립현대미술관',13,6
'201705','315',' 신한은행 안국역지점 옆',4,3
'201705','316',' 종각역 1번출구 앞',6,4
'201705','318',' 광교사거리 남측',9,4
'201705','320',' 을지로입구역 4번출구 앞',8,7
'201705','321',' KEB 하나은행 본점 앞',17,19
'201705','322',' 명동성당 앞',17,15
'201705','116',' 일진아이윌아파트 옆',4,9
'201705','324',' 신세계백화점 본점 앞',13,20
'201705','326',' 안국역 5번출구 앞',17,15
'201705','327',' 낙원상가 옆',23,26
'201705','328',' 탑골공원 앞',5,12
'201705','329',' 청계2가 사거리 옆',9,9
'201705','330',' 청계천 한빛광장',1,1
'201705','331',' 을지로2가 사거리 북측',0,5
'201705','332',' 을지로2가 사거리 남측',2,4
'201705','111',' 상수역 2번출구 앞',4,5
'201705','334',' 종로3가역 2번출구 뒤',1,2
'201705','335',' 종로3가역 15번출구 앞',5,11
'201705','336',' 티마크 호텔 앞',24,20
'201705','337',' 창경궁 입구',2,6
'201705','338',' 세운스퀘어 앞',7,5
'201705','339',' 종로4가 사거리',30,33
'201705','340',' 혜화동 로터리',1,1
'201705','341',' 혜화역 3번출구 뒤',8,1
'201705','342',' 대학로 마로니에공원',2,2
'201705','343',' 예일빌딩(율곡로) 앞',0,3
'201705','112',' 극동방송국 앞',6,7
'201705','345',' 서울보증보험본사 앞',0,1
'201705','346',' 맥스타일 앞',34,34
'201705','347',' 동대문역사문화공원역 9번출구 앞',15,16
'201705','351',' 청운초교 앞 삼거리',1,5
'201705','352',' 중앙고입구 삼거리',2,2
'201705','353',' 재동초교 앞 삼거리',20,22
'201705','117',' 홍은사거리',0,2
'201705','354',' 포르투갈 대사관 앞',11,14
'201705','355',' 서울사대부속초교 앞',1,0
'201705','356',' KT혜화지사 앞',1,1
'201705','358',' 성대입구 사거리',2,0
'201705','359',' 원남동사거리',3,6
'201705','361',' 동묘앞역 1번출구 뒤',8,3
'201705','362',' 청계8가 사거리',2,3
'201705','363',' 신설동역 11번출구 뒤',1,2
'201705','113',' 홍대입구역 2번출구 앞',29,32
'201705','368',' SK 서린빌딩 앞',0,2
'201705','369',' 광화문 시민열린마당',11,12
'201705','348',' 독립문역 사거리',1,1
'201705','370',' 시청역(2호선) 9번출구 뒤',7,5
'201705','371',' 동대입구역 6번출구 뒤',2,6
'201705','118',' 광흥창역 2번출구 앞',9,13
'201705','377',' 서울역 4번출구 앞',7,5
'201705','378',' 청계7가 사거리',18,14
'201705','379',' 서울역9번출구',5,7
'201705','380',' CJ제일제당 앞',0,1
'201705','381',' 장충체육관',1,0
'201705','383',' 신당역 12번 출구 뒤',31,27
'201705','384',' 종로학원본원 ',6,7
'201705','114',' 홍대입구역 8번출구 앞',20,16
'201705','142',' 아현역 4번출구 앞',3,4
'201705','143',' 공덕역 2번출구',5,8
'201705','144',' 공덕역 8번출구',9,5
'201705','145',' 공덕역 5번출구',4,2
'201705','146',' 마포역 1번출구 뒤',9,15
'201705','147',' 마포역 4번출구 뒤',3,4
'201705','148',' 용강동 주민센터 앞',1,0
'201705','150',' 서강대역 2번출구 앞',4,4
'201705','151',' 망원1동주민센터',7,4
'201705','152',' 마포구민체육센터 앞',1,2
'201705','119',' 서강나루 공원',6,3
'201705','153',' 성산2교 사거리',2,3
'201705','154',' 마포구청역 ',8,4
'201705','156',' 서울서부지방법원 앞',3,1
'201705','157',' 애오개역 4번출구 앞',3,1
'201705','159',' 이대역 4번 출구',7,11
'201705','160',' 북아현동 가구거리',3,2
'201705','162',' 봉원고가차도 밑',8,11
'201705','120',' 신수동 사거리',0,2
'201705','170',' 가재울 뉴타운 주유소 옆',2,1
'201705','171',' 임광빌딩 앞',2,1
'201705','172',' 서대문소방서',5,3
'201705','173',' 서대문역 8번출구 앞',4,4
'201705','175',' 홍연2교옆',3,2
'201705','179',' 가좌역 4번출구 앞',5,1
'201705','180',' 충정로역 7번출구 뒤',3,0
'201705','519',' 양지사거리',0,1
'201705','521',' 왕십리역 11번 출구 앞',2,1
'201705','522',' 금호역 1번출구 앞',0,1
'201705','122',' 신성기사식당 앞',3,2
'201705','525',' 한양대병원사거리',20,15
'201705','529',' 장한평역 8번 출구 앞',2,1
'201705','530',' 청계벽산아파트 앞',1,2
'201705','533',' 우리은행 금호동 지점 앞',1,0
'201705','536',' 행당역 2번출구 앞',0,1
'201705','537',' 한양대후문역 부근',22,24
'201705','550',' 서울시설공단 앞',2,0
'201705','540',' 군자역 7번출구 베스트샵 앞',1,0
'201705','542',' 강변역 4번출구 뒤',1,1
'201705','543',' 구의공원(테크노마트 앞)',0,1
'201705','544',' 광남중학교',4,1
'201705','124',' 서강대 정문 건너편',4,5
'201705','605',' 신설동역8번출구',0,2
'201705','609',' 제기2교',7,5
'201705','125',' 서강대 남문 옆',15,18
'201705','613',' 신설동역 10번출구 앞',4,2
'201705','614',' 용두동 사거리',1,0
'201705','227',' 양평2나들목 보행통로 입구',7,7
'201705','228',' 선유도역 3번출구 앞',3,1
'201705','126',' 서강대 후문 옆',5,2
'201705','236',' 문래동자이아파트 앞',2,2
'201705','239',' 유스호스텔 앞',0,5
'201705','240',' 문래역 4번출구 앞',3,1
'201705','127',' 현대벤처빌 앞',5,10
'201705','247',' 당산역 10번출구 앞',0,4
'201705','248',' 초원아파트 앞',8,12
'201705','249',' 여의도중학교 옆',6,6
'201705','101',' (구)합정동 주민센터',3,3
'201705','128',' 신촌역(2호선) 1번출구 옆',20,18
'201705','252',' 보라매역4번출구',1,0
'201705','257',' 신길삼거리(우리은행)',0,1
'201705','258',' 신길역3번출구',0,1
'201705','259',' 대방역6번출구',0,3
'201705','129',' 신촌역(2호선) 6번출구 옆',8,10
'201705','130',' 신촌역(2호선) 7번출구 앞',7,10
'201705','800',' 목월공원 앞',3,3
'201705','802',' 한강진역 2번 출구 앞',4,9
'201705','803',' 한남초교 앞 보도육교',2,2
'201705','805',' 문배어린이공원 앞',2,2
'201705','806',' 전자랜드 본관 앞',1,1
'201705','807',' 서울역 12번 출구 앞',10,8
'201705','808',' 서빙고동 금호맨션 앞',4,1
'201705','809',' 한남 유수지 복개주차장',11,14
'201705','810',' 이태원지하보도',11,3
'201705','811',' 녹사평역1번출구',16,10
'201705','812',' 용산전쟁기념관',5,3
'201705','813',' 삼각지역 3번출구',1,1
'201705','815',' LIG강촌아파트 103동앞',3,5
'201705','385',' 종각역 5번출구',9,6
'201705','387',' 훈련원공원주차장 앞',28,24
'201705','181',' 망원초록길 입구',6,6
'201705','132',' 창천문화공원',11,6
'201705','182',' 망원2빗물펌프장 앞',8,8
'201705','183',' 하늘채코오롱아파트 건너편',6,3
'201705','184',' SK망원동주유소 건너편',19,13
'201705','185',' 마포 신수공원 앞',4,5
'201705','186',' 월드컵공원',8,9
'201705','195',' 모래내고가차도 ',1,0
'201705','196',' 연희교차로 인근',3,4
'201705','198',' 충정2교',2,2
'201705','556',' 달맞이공원',4,4
'201705','134',' 연세로 명물길',15,19
'201705','559',' 왕십리역 4번 출구 건너편',0,4
'201705','561',' 서울숲역 2번출구 앞',5,5
'201705','565',' 옥수역 3번출구',15,17
'201705','567',' 성수역 2번출구 앞',2,1
'201705','568',' 청계8가사거리 부근',3,4
'201705','135',' 명물길 원형무대 앞',9,9
'201705','579',' 마장역 4번출구',1,0
'201705','583',' 청계천 생태교실 앞',8,10
'201705','136',' 대흥동 주민센터',1,0
'201705','577',' 광진청소년수련관',5,1
'201705','137',' NH농협 신촌지점 앞',12,6
'201705','102',' 망원역 1번출구 앞',14,16
'201705','138',' 신촌동 제1공영주차장 앞',6,3
'201705','633',' 청량리 기업은행 앞',0,3
'201705','641',' 용두역 4번출구',2,2
'201705','642',' 신답역 사거리',2,0
'201705','140',' 이화여대 후문',9,18
'201705','260',' 여의도 마리나선착장 앞',7,6
'201705','265',' 영등포유통상가 사거리',1,0
'201705','141',' 연대 대운동장 옆',20,4
'201705','266',' 영등포청과시장 사거리',2,2
'201705','267',' 삼성화재 사옥 옆',2,3
'201705','270',' 증권거래소후문교차로',3,2
'201705','271',' 샛강생태공원방문자센터 앞',1,1
'201705','272',' 당산육갑문',6,5
'201705','816',' 신용산역 6번출구 앞',2,2
'201705','817',' 삼각지역 4번출구 앞',1,1
'201705','818',' 숙명여대 입구 교차로',2,3
'201705','819',' 선린인터넷 고등학교',2,1
'201705','822',' 이촌1동 마을공원',6,4
'201705','825',' 서빙고동 주민센터 앞',18,26
'201705','199',' 서울 월드컵 경기장',8,2
'201705','586',' 마장동 주민센터',21,26
'201705','907',' CJ 드림시티',2,2
'201705','201',' 진미파라곤 앞',4,8
'201705','202',' 국민일보 앞',14,12
'201705','1013',' 강동구청역 1번 출입구',0,2
'201705','103',' 망원역 2번출구 앞',5,3
'201705','204',' 국회의사당역 5번출구 옆',3,2
'201705','1019',' 다성이즈빌아파트(호원대 대각선 맞은편)',4,0
'201705','203',' 국회의사당역 3번출구 옆',4,2
'201705','1109',' 공항시장역 4번출구',1,1
'201705','205',' 산업은행 앞',4,6
'201705','1122',' 황금내근린공원',1,2
'201705','1123',' 공암나루근린공원 관리사무소옆',1,2
'201705','1132',' 등촌역 7번출구',1,1
'201705','206',' KBS 앞',4,2
'201705','1205',' 종합운동장역 4번출구',10,7
'201705','1206',' 9호선종합운동장역 9번출구',4,5
'201705','1209',' 잠실나루역 (2번 출구 쪽)',2,0
'201705','1215',' 올림픽공원역 1번출구 앞',5,1
'201705','1224',' 아시아지하보도 2번 출구',0,3
'201705','209',' 유진투자증권빌딩 앞',5,6
'201705','1232',' 롯데마트 주차장 옆',0,4
'201705','1233',' 잠실3거리(갤러리아팰리스)',1,0
'201705','210',' IFC몰',3,5
'201705','1319',' 종암사거리 분수대',0,1
'201705','211',' 여의도역 4번출구 옆',29,8
'201705','212',' 여의도역 1번출구 옆',14,7
'201705','213',' KT앞',2,2
'201705','104',' 합정역 1번출구 앞',15,14
'201705','214',' 금융감독원 앞',2,1
'201705','218',' 증권거래소 앞',7,3
'201705','219',' 롯데캐슬엠파이어 옆',3,2
'201705','215',' 여의도고교 앞',2,1
'201705','216',' 삼부아파트1동 앞',4,1
'201705','217',' NH농협은행 앞',0,1
'201705','221',' 여의도초교 앞',4,5
'201705','222',' 시범아파트버스정류장 옆',8,15
'201705','105',' 합정역 5번출구 앞',5,6
'201705','224',' 롯데캐슬 앞',0,1
'201705','225',' 앙카라공원 앞',0,4
'201705','226',' 샛강역 1번출구 앞',2,7
'201705','207',' 여의나루역 1번출구 앞',52,65
'201705','401',' 상암월드컵파크 10단지 앞',1,0
'201705','403',' 부엉이공원 앞',7,0
'201705','106',' 합정역 7번출구 앞',4,9
'201705','405',' DMC빌 앞',15,12
'201705','421',' 마포구청 앞',7,14
'201705','408',' LG CNS앞',1,0
'201705','420',' 서울시 공공자전거 상암센터',4,2
'201705','409',' 누리꿈스퀘어 옆',1,6
'201705','419',' 홈플러스 앞',17,13
'201705','418',' 월드컵경기장역 3번출구 옆',2,5
'201705','107',' 신한은행 서교동금융센터점 앞',1,6
'201705','411',' DMC홍보관',12,8
'201705','413',' 상암월드컵파크 3단지 후문',3,2
'201705','417',' DMC역 2번출구 옆',9,4
'201705','414',' 상암동주민센터 옆',2,1
'201705','415',' DMC역 9번출구 앞',2,4
'201705','416',' 상암월드컵파크 1단지 교차로',10,8
'201705','500',' 어린이대공원역 3번출구 앞',2,2
'201705','502',' 뚝섬유원지역 1번출구 앞',6,12
'201706',,,0,5
'201706','108',' 서교동 사거리',8,11
'201706','507',' 성수아이에스비즈타워 앞',1,0
'201706','509',' 이마트 버스정류소 옆',0,1
'201706','510',' 서울숲 남문 버스정류소 옆',3,4
'201706','511',' 서울숲역 4번 출구 옆',4,2
'201706','512',' 뚝섬역 1번 출구 옆',1,2
'201706','109',' 제일빌딩 앞',2,6
'201706','515',' 광양중학교 앞',1,1
'201706','301',' 경복궁역 7번출구 앞',5,2
'201706','302',' 경복궁역 4번출구 뒤',3,7
'201706','303',' 광화문역 1번출구 앞',9,6
'201706','115',' 사루비아 빌딩 앞',12,6
'201706','304',' 광화문역 2번출구 앞',8,5
'201706','305',' 종로구청 옆',5,4
'201706','306',' 광화문역 7번출구 앞',2,2
'201706','307',' 서울역사박물관 앞',1,0
'201706','309',' 광화문역 6번출구 옆',12,7
'201706','310',' 청계광장 옆',9,13
'201706','311',' 서울광장 옆',16,16
'201706','312',' 시청역 1번출구 뒤',4,7
'201706','313',' 서울역 광장 파출소 옆',3,7
'201706','314',' 국립현대미술관',9,9
'201706','315',' 신한은행 안국역지점 옆',17,17
'201706','316',' 종각역 1번출구 앞',6,7
'201706','318',' 광교사거리 남측',14,7
'201706','320',' 을지로입구역 4번출구 앞',14,9
'201706','321',' KEB 하나은행 본점 앞',11,10
'201706','322',' 명동성당 앞',7,9
'201706','116',' 일진아이윌아파트 옆',10,9
'201706','324',' 신세계백화점 본점 앞',13,11
'201706','326',' 안국역 5번출구 앞',12,20
'201706','327',' 낙원상가 옆',20,25
'201706','328',' 탑골공원 앞',14,6
'201706','329',' 청계2가 사거리 옆',2,10
'201706','331',' 을지로2가 사거리 북측',7,8
'201706','332',' 을지로2가 사거리 남측',3,6
'201706','111',' 상수역 2번출구 앞',0,3
'201706','334',' 종로3가역 2번출구 뒤',3,8
'201706','335',' 종로3가역 15번출구 앞',6,0
'201706','336',' 티마크 호텔 앞',5,6
'201706','337',' 창경궁 입구',2,3
'201706','338',' 세운스퀘어 앞',4,5
'201706','339',' 종로4가 사거리',3,10
'201706','341',' 혜화역 3번출구 뒤',1,2
'201706','342',' 대학로 마로니에공원',5,6
'201706','343',' 예일빌딩(율곡로) 앞',2,2
'201706','112',' 극동방송국 앞',5,5
'201706','345',' 서울보증보험본사 앞',3,3
'201706','346',' 맥스타일 앞',26,36
'201706','347',' 동대문역사문화공원역 9번출구 앞',27,19
'201706','349',' 사직동주민센터',0,1
'201706','351',' 청운초교 앞 삼거리',0,3
'201706','352',' 중앙고입구 삼거리',3,3
'201706','353',' 재동초교 앞 삼거리',19,5
'201706','354',' 포르투갈 대사관 앞',9,9
'201706','355',' 서울사대부속초교 앞',9,0
'201706','358',' 성대입구 사거리',15,8
'201706','359',' 원남동사거리',1,0
'201706','361',' 동묘앞역 1번출구 뒤',3,4
'201706','362',' 청계8가 사거리',1,0
'201706','363',' 신설동역 11번출구 뒤',0,1
'201706','113',' 홍대입구역 2번출구 앞',36,27
'201706','367',' 독립문역 3-1번출구 ',0,3
'201706','368',' SK 서린빌딩 앞',4,2
'201706','369',' 광화문 시민열린마당',7,8
'201706','370',' 시청역(2호선) 9번출구 뒤',5,2
'201706','371',' 동대입구역 6번출구 뒤',1,2
'201706','118',' 광흥창역 2번출구 앞',2,3
'201706','377',' 서울역 4번출구 앞',5,6
'201706','378',' 청계7가 사거리',17,9
'201706','379',' 서울역9번출구',5,6
'201706','380',' CJ제일제당 앞',5,4
'201706','381',' 장충체육관',2,2
'201706','383',' 신당역 12번 출구 뒤',15,16
'201706','384',' 종로학원본원 ',2,1
'201706','114',' 홍대입구역 8번출구 앞',18,33
'201706','142',' 아현역 4번출구 앞',1,0
'201706','143',' 공덕역 2번출구',0,1
'201706','144',' 공덕역 8번출구',10,6
'201706','145',' 공덕역 5번출구',2,5
'201706','146',' 마포역 1번출구 뒤',17,19
'201706','147',' 마포역 4번출구 뒤',9,7
'201706','148',' 용강동 주민센터 앞',0,1
'201706','150',' 서강대역 2번출구 앞',3,3
'201706','151',' 망원1동주민센터',2,1
'201706','152',' 마포구민체육센터 앞',7,6
'201706','119',' 서강나루 공원',4,4
'201706','153',' 성산2교 사거리',9,6
'201706','156',' 서울서부지방법원 앞',3,2
'201706','157',' 애오개역 4번출구 앞',7,2
'201706','158',' 독립문 어린이 공원',1,0
'201706','159',' 이대역 4번 출구',6,2
'201706','160',' 북아현동 가구거리',1,2
'201706','162',' 봉원고가차도 밑',12,22
'201706','170',' 가재울 뉴타운 주유소 옆',0,1
'201706','171',' 임광빌딩 앞',5,5
'201706','172',' 서대문소방서',1,3
'201706','175',' 홍연2교옆',3,0
'201706','180',' 충정로역 7번출구 뒤',4,3
'201706','518',' 청계천 박물관 앞',2,2
'201706','519',' 양지사거리',5,3
'201706','520',' 상왕십리역 4번 출구 앞',4,2
'201706','521',' 왕십리역 11번 출구 앞',1,3
'201706','122',' 신성기사식당 앞',2,3
'201706','525',' 한양대병원사거리',30,26
'201706','526',' 용답토속공원 앞',0,1
'201706','529',' 장한평역 8번 출구 앞',1,1
'201706','530',' 청계벽산아파트 앞',18,16
'201706','537',' 한양대후문역 부근',30,34
'201706','542',' 강변역 4번출구 뒤',2,4
'201706','543',' 구의공원(테크노마트 앞)',3,0
'201706','548',' 자양나들목',1,0
'201706','124',' 서강대 정문 건너편',7,4
'201706','601',' 용신동주민센터',3,3
'201706','602',' 장안동 사거리',1,2
'201706','608',' 전농삼성아파트',5,5
'201706','125',' 서강대 남문 옆',8,2
'201706','613',' 신설동역 10번출구 앞',2,2
'201706','614',' 용두동 사거리',1,1
'201706','615',' 용두동 레미안허브리츠아파트 앞',1,1
'201706','616',' 서울시립대 앞',1,2
'201706','126',' 서강대 후문 옆',2,2
'201706','127',' 현대벤처빌 앞',1,7
'201706','247',' 당산역 10번출구 앞',1,0
'201706','248',' 초원아파트 앞',3,7
'201706','249',' 여의도중학교 옆',13,12
'201706','250',' 대림아파트 사거리',2,0
'201706','101',' (구)합정동 주민센터',3,0
'201706','128',' 신촌역(2호선) 1번출구 옆',20,15
'201706','252',' 보라매역4번출구',0,2
'201706','255',' 도림4거리',0,1
'201706','259',' 대방역6번출구',0,2
'201706','129',' 신촌역(2호선) 6번출구 옆',10,4
'201706','130',' 신촌역(2호선) 7번출구 앞',7,10
'201706','800',' 목월공원 앞',1,2
'201706','802',' 한강진역 2번 출구 앞',0,4
'201706','803',' 한남초교 앞 보도육교',0,2
'201706','805',' 문배어린이공원 앞',11,11
'201706','806',' 전자랜드 본관 앞',1,0
'201706','807',' 서울역 12번 출구 앞',5,4
'201706','808',' 서빙고동 금호맨션 앞',0,1
'201706','809',' 한남 유수지 복개주차장',2,6
'201706','810',' 이태원지하보도',3,1
'201706','811',' 녹사평역1번출구',6,2
'201706','812',' 용산전쟁기념관',2,2
'201706','813',' 삼각지역 3번출구',4,3
'201706','815',' LIG강촌아파트 103동앞',2,7
'201706','385',' 종각역 5번출구',10,8
'201706','387',' 훈련원공원주차장 앞',5,4
'201706','181',' 망원초록길 입구',4,3
'201706','132',' 창천문화공원',5,3
'201706','182',' 망원2빗물펌프장 앞',7,7
'201706','184',' SK망원동주유소 건너편',15,11
'201706','185',' 마포 신수공원 앞',2,3
'201706','186',' 월드컵공원',4,5
'201706','177',' 북가좌 초등학교',0,1
'201706','133',' 해담는다리',1,0
'201706','194',' 증산교 앞',4,4
'201706','196',' 연희교차로 인근',4,2
'201706','556',' 달맞이공원',0,1
'201706','134',' 연세로 명물길',14,9
'201706','559',' 왕십리역 4번 출구 건너편',2,6
'201706','561',' 서울숲역 2번출구 앞',1,1
'201706','562',' 군자지하보도 앞',1,0
'201706','565',' 옥수역 3번출구',5,5
'201706','567',' 성수역 2번출구 앞',1,1
'201706','568',' 청계8가사거리 부근',3,4
'201706','135',' 명물길 원형무대 앞',22,8
'201706','579',' 마장역 4번출구',7,5
'201706','581',' 용답초등학교',1,1
'201706','583',' 청계천 생태교실 앞',7,6
'201706','552',' 대림아크로리버 앞',2,2
'201706','136',' 대흥동 주민센터',0,2
'201706','577',' 광진청소년수련관',1,1
'201706','137',' NH농협 신촌지점 앞',5,1
'201706','623',' 서울시립대 정문 앞',4,2
'201706','624',' 전농동 동아아파트 앞',0,1
'201706','102',' 망원역 1번출구 앞',7,11
'201706','138',' 신촌동 제1공영주차장 앞',1,0
'201706','633',' 청량리 기업은행 앞',3,2
'201706','635',' 시조사 앞 (청량고정문 옆)',2,0
'201706','639',' 서울시립대 후문',9,10
'201706','641',' 용두역 4번출구',0,5
'201706','642',' 신답역 사거리',1,0
'201706','140',' 이화여대 후문',10,27
'201706','141',' 연대 대운동장 옆',1,2
'201706','267',' 삼성화재 사옥 옆',0,1
'201706','271',' 샛강생태공원방문자센터 앞',5,5
'201706','272',' 당산육갑문',4,2
'201706','139',' 연세대 정문 건너편',0,1
'201706','816',' 신용산역 6번출구 앞',5,8
'201706','817',' 삼각지역 4번출구 앞',3,5
'201706','818',' 숙명여대 입구 교차로',3,6
'201706','819',' 선린인터넷 고등학교',4,4
'201706','820',' 청파동입구 교차로',2,2
'201706','822',' 이촌1동 마을공원',6,2
'201706','823',' 효창동주민센터 앞',0,1
'201706','825',' 서빙고동 주민센터 앞',9,16
'201706','199',' 서울 월드컵 경기장',2,0
'201706','388',' 동성중학교 앞',2,0
'201706','585',' 성수2가1동 공영주차장 인근',1,1
'201706','586',' 마장동 주민센터',32,35
'201706','907',' CJ 드림시티',1,2
'201706','201',' 진미파라곤 앞',1,1
'201706','914',' 새절역 2번출구',5,6
'201706','202',' 국민일보 앞',8,11
'201706','위트콤','위트콤',3,3
'201706','1008',' 암사역 3번출구(국민은행앞)',0,1
'201706','1011',' LIGA 아파트 앞',1,1
'201706','103',' 망원역 2번출구 앞',3,1
'201706','203',' 국회의사당역 3번출구 옆',3,1
'201706','1120',' 대림경동아파트앞',1,1
'201706','205',' 산업은행 앞',2,4
'201706','1123',' 공암나루근린공원 관리사무소옆',1,3
'201706','206',' KBS 앞',4,4
'201706','1205',' 종합운동장역 4번출구',7,8
'201706','1206',' 9호선종합운동장역 9번출구',5,1
'201706','1209',' 잠실나루역 (2번 출구 쪽)',3,3
'201706','1215',' 올림픽공원역 1번출구 앞',2,2
'201706','1217',' 송파파인타운 7단지',4,7
'201706','1224',' 아시아지하보도 2번 출구',1,0
'201706','209',' 유진투자증권빌딩 앞',4,6
'201706','1232',' 롯데마트 주차장 옆',9,15
'201706','1233',' 잠실3거리(갤러리아팰리스)',1,1
'201706','1235',' 잠실트리지움310동 옆',0,1
'201706','1401',' 극동늘푸른아파트',0,1
'201706','210',' IFC몰',5,4
'201706','1323',' 월곡역 입구 육교 밑',1,0
'201706','211',' 여의도역 4번출구 옆',16,6
'201706','212',' 여의도역 1번출구 옆',12,7
'201706','213',' KT앞',1,4
'201706','1426',' 면목도시개발아파트 1동 앞',1,1
'201706','104',' 합정역 1번출구 앞',9,15
'201706','214',' 금융감독원 앞',8,2
'201706','1610',' 화랑대역 2번출구 앞',3,1
'201706','1637',' KT 노원점 건물 앞',1,1
'201706','1814',' 두산위브아파트 옆 상가건물 앞',1,1
'201706','215',' 여의도고교 앞',8,9
'201706','216',' 삼부아파트1동 앞',2,2
'201706','217',' NH농협은행 앞',1,0
'201706','1906',' 신도림역 1번 출구 앞',1,2
'201706','1911',' 구로디지털단지역 앞',1,1
'201706','221',' 여의도초교 앞',2,2
'201706','1928',' 고척스카이돔구장 광장',0,1
'201706','222',' 시범아파트버스정류장 옆',8,10
'201706','2007',' 유한양행앞',5,0
'201706','223',' 진주아파트상가 앞',1,1
'201706','2025',' 흑석역 1번출구',1,1
'201706','2037',' 동작역 5번출구 동작주차공원',4,2
'201706','105',' 합정역 5번출구 앞',6,9
'201706','2102',' 봉림교 교통섬',1,0
'201706','2103',' 신림동 우방아파트',3,3
'201706','2107',' 도림천 신화교',0,1
'201706','2108',' 은천치안센터',2,2
'201706','226',' 샛강역 1번출구 앞',2,5
'201706','2129',' 낙성대 과학전시관',9,8
'201706','2130',' 영어마을 관악캠프',0,1
'201706','2140',' 신림1교 교차로',0,1
'201706','207',' 여의나루역 1번출구 앞',30,40
'201706','상암센터 정비실','상암센터 정비실',0,1
'201706','2212','서초현대4차아파트 201동 맞은편',1,0
'201706','2213',' 고속터미널역 5번출구 앞',0,2
'201706','2214',' 신반포역 2번출구 앞',1,0
'201706','2219',"' 고속터미널역 8-1번, 8-2번 출구 사이'",4,7
'201706','2231',' 삼성타운(삼성생명) A동 맞은편',4,5
'201706','2233',' 서초신동아1차아파트 옆',1,1
'201706','2235','KT 서초지사 앞',0,1
'201706','2262',' 한신16차아파트 119동 앞',4,4
'201706','2301',' 현대고등학교 건너편',3,0
