'대여일자','대여소번호','대여소','대여건수','반납건수'
'201703','807',' 서울역 12번 출구 앞',6,2
'201703','808',' 서빙고동 금호맨션 앞',1,1
'201703','809',' 한남 유수지 복개주차장',0,4
'201703','810',' 이태원지하보도',3,4
'201703','811',' 녹사평역1번출구',5,5
'201703','812',' 용산전쟁기념관',6,2
'201703','813',' 삼각지역 3번출구',3,4
'201703','815',' LIG강촌아파트 103동앞',4,1
'201703','385',' 종각역 5번출구',1,3
'201703','387',' 훈련원공원주차장 앞',4,6
'201703','181',' 망원초록길 입구',1,0
'201703','132',' 창천문화공원',3,4
'201703','182',' 망원2빗물펌프장 앞',2,2
'201703','183',' 하늘채코오롱아파트 건너편',2,2
'201703','184',' SK망원동주유소 건너편',1,1
'201703','185',' 마포 신수공원 앞',2,2
'201703','186',' 월드컵공원',7,2
'201703','195',' 모래내고가차도 ',2,2
'201703','196',' 연희교차로 인근',1,1
'201703','558',' 성동광진 교육지원청 앞',0,1
'201703','134',' 연세로 명물길',4,4
'201703','559',' 왕십리역 4번 출구 건너편',2,0
'201703','562',' 군자지하보도 앞',1,1
'201703','565',' 옥수역 3번출구',1,5
'201703','135',' 명물길 원형무대 앞',0,2
'201703','579',' 마장역 4번출구',2,2
'201703','136',' 대흥동 주민센터',1,1
'201703','577',' 광진청소년수련관',1,1
'201703','137',' NH농협 신촌지점 앞',6,3
'201703','102',' 망원역 1번출구 앞',2,2
'201703','138',' 신촌동 제1공영주차장 앞',11,1
'201703','140',' 이화여대 후문',0,1
'201703','141',' 연대 대운동장 옆',22,13
'201703','816',' 신용산역 6번출구 앞',2,3
'201703','817',' 삼각지역 4번출구 앞',5,2
'201703','818',' 숙명여대 입구 교차로',0,2
'201703','819',' 선린인터넷 고등학교',1,2
'201703','820',' 청파동입구 교차로',5,5
'201703','822',' 이촌1동 마을공원',4,1
'201703','825',' 서빙고동 주민센터 앞',2,3
'201703','199',' 서울 월드컵 경기장',3,1
'201703','586',' 마장동 주민센터',0,1
'201703','201',' 진미파라곤 앞',3,0
'201703','202',' 국민일보 앞',4,6
'201703','204',' 국회의사당역 5번출구 옆',2,1
'201703','205',' 산업은행 앞',4,2
'201703','209',' 유진투자증권빌딩 앞',4,2
'201703','210',' IFC몰',2,0
'201703','211',' 여의도역 4번출구 옆',3,2
'201703','212',' 여의도역 1번출구 옆',4,3
'201703','104',' 합정역 1번출구 앞',6,9
'201703','214',' 금융감독원 앞',4,3
'201703','215',' 여의도고교 앞',0,1
'201703','221',' 여의도초교 앞',6,8
'201703','222',' 시범아파트버스정류장 옆',5,6
'201703','105',' 합정역 5번출구 앞',2,2
'201703','207',' 여의나루역 1번출구 앞',28,32
'201703','401',' 상암월드컵파크 10단지 앞',1,1
'201703','403',' 부엉이공원 앞',3,0
'201703','106',' 합정역 7번출구 앞',8,7
'201703','405',' DMC빌 앞',7,6
'201703','421',' 마포구청 앞',0,1
'201703','407',' 마포구 육아종합지원센터',1,1
'201703','408',' LG CNS앞',1,4
'201703','420',' 서울시 공공자전거 상암센터',1,1
'201703','409',' 누리꿈스퀘어 옆',1,0
'201703','419',' 홈플러스 앞',1,5
'201703','418',' 월드컵경기장역 3번출구 옆',1,0
'201703','107',' 신한은행 서교동금융센터점 앞',1,1
'201703','411',' DMC홍보관',2,1
'201703','413',' 상암월드컵파크 3단지 후문',1,1
'201703','415',' DMC역 9번출구 앞',3,3
'201703','501',' 광진구의회 앞',2,0
'201703','502',' 뚝섬유원지역 1번출구 앞',0,6
'201704',,,0,2
'201704','108',' 서교동 사거리',3,3
'201704','505',' 자양사거리 광진아크로텔 앞',4,4
'201704','510',' 서울숲 남문 버스정류소 옆',21,23
'201704','511',' 서울숲역 4번 출구 옆',16,12
'201704','512',' 뚝섬역 1번 출구 옆',1,3
'201704','109',' 제일빌딩 앞',8,8
'201704','400',' 상암한화오벨리스크 1차 앞',10,12
'201704','513',' 뚝섬역 5번 출구 정류소 옆',4,1
'201704','514',' 성수사거리 버스정류장 앞',0,1
'201704','300',' 정동사거리',2,3
'201704','301',' 경복궁역 7번출구 앞',9,3
'201704','302',' 경복궁역 4번출구 뒤',15,19
'201704','303',' 광화문역 1번출구 앞',2,0
'201704','115',' 사루비아 빌딩 앞',22,23
'201704','304',' 광화문역 2번출구 앞',2,4
'201704','305',' 종로구청 옆',6,4
'201704','306',' 광화문역 7번출구 앞',3,1
'201704','307',' 서울역사박물관 앞',2,2
'201704','309',' 광화문역 6번출구 옆',3,2
'201704','310',' 청계광장 옆',3,3
'201704','311',' 서울광장 옆',6,6
'201704','312',' 시청역 1번출구 뒤',11,13
'201704','313',' 서울역 광장 파출소 옆',4,4
'201704','110',' 사천교',0,2
'201704','314',' 국립현대미술관',5,6
'201704','315',' 신한은행 안국역지점 옆',9,10
'201704','316',' 종각역 1번출구 앞',3,3
'201704','318',' 광교사거리 남측',8,5
'201704','320',' 을지로입구역 4번출구 앞',3,8
'201704','321',' KEB 하나은행 본점 앞',23,13
'201704','322',' 명동성당 앞',12,10
'201704','116',' 일진아이윌아파트 옆',1,2
'201704','324',' 신세계백화점 본점 앞',10,24
'201704','326',' 안국역 5번출구 앞',13,12
'201704','327',' 낙원상가 옆',3,4
'201704','328',' 탑골공원 앞',16,16
'201704','329',' 청계2가 사거리 옆',5,1
'201704','330',' 청계천 한빛광장',2,4
'201704','331',' 을지로2가 사거리 북측',7,11
'201704','332',' 을지로2가 사거리 남측',11,7
'201704','111',' 상수역 2번출구 앞',4,7
'201704','334',' 종로3가역 2번출구 뒤',6,6
'201704','335',' 종로3가역 15번출구 앞',4,13
'201704','336',' 티마크 호텔 앞',3,4
'201704','337',' 창경궁 입구',2,1
'201704','338',' 세운스퀘어 앞',11,5
'201704','339',' 종로4가 사거리',17,16
'201704','341',' 혜화역 3번출구 뒤',1,0
'201704','342',' 대학로 마로니에공원',0,2
'201704','343',' 예일빌딩(율곡로) 앞',5,6
'201704','112',' 극동방송국 앞',7,6
'201704','344',' 성균관대 E하우스 앞',3,0
'201704','345',' 서울보증보험본사 앞',3,3
'201704','346',' 맥스타일 앞',25,29
'201704','347',' 동대문역사문화공원역 9번출구 앞',18,15
'201704','349',' 사직동주민센터',8,7
'201704','351',' 청운초교 앞 삼거리',0,1
'201704','352',' 중앙고입구 삼거리',2,4
'201704','353',' 재동초교 앞 삼거리',29,21
'201704','117',' 홍은사거리',4,0
'201704','354',' 포르투갈 대사관 앞',14,6
'201704','355',' 서울사대부속초교 앞',3,0
'201704','356',' KT혜화지사 앞',1,1
'201704','358',' 성대입구 사거리',3,8
'201704','359',' 원남동사거리',1,0
'201704','361',' 동묘앞역 1번출구 뒤',12,3
'201704','362',' 청계8가 사거리',0,2
'201704','363',' 신설동역 11번출구 뒤',8,2
'201704','113',' 홍대입구역 2번출구 앞',12,41
'201704','367',' 독립문역 3-1번출구 ',1,1
'201704','368',' SK 서린빌딩 앞',2,0
'201704','369',' 광화문 시민열린마당',3,8
'201704','370',' 시청역(2호선) 9번출구 뒤',3,4
'201704','371',' 동대입구역 6번출구 뒤',1,1
'201704','374',' 청구역 2번출구 앞',2,0
'201704','118',' 광흥창역 2번출구 앞',3,3
'201704','377',' 서울역 4번출구 앞',3,3
'201704','378',' 청계7가 사거리',8,11
'201704','379',' 서울역9번출구',1,2
'201704','380',' CJ제일제당 앞',3,4
'201704','383',' 신당역 12번 출구 뒤',9,9
'201704','384',' 종로학원본원 ',3,2
'201704','114',' 홍대입구역 8번출구 앞',23,12
'201704','142',' 아현역 4번출구 앞',0,1
'201704','143',' 공덕역 2번출구',2,6
'201704','144',' 공덕역 8번출구',1,3
'201704','146',' 마포역 1번출구 뒤',11,8
'201704','147',' 마포역 4번출구 뒤',3,1
'201704','150',' 서강대역 2번출구 앞',5,9
'201704','151',' 망원1동주민센터',0,2
'201704','152',' 마포구민체육센터 앞',7,7
'201704','119',' 서강나루 공원',3,3
'201704','153',' 성산2교 사거리',2,2
'201704','154',' 마포구청역 ',1,1
'201704','158',' 독립문 어린이 공원',4,4
'201704','159',' 이대역 4번 출구',13,18
'201704','160',' 북아현동 가구거리',3,4
'201704','162',' 봉원고가차도 밑',8,17
'201704','163',' 명지전문대학교 정문 앞',6,0
'201704','171',' 임광빌딩 앞',3,5
'201704','121',' 마포소방서 앞',1,1
'201704','173',' 서대문역 8번출구 앞',2,1
'201704','175',' 홍연2교옆',17,13
'201704','122',' 신성기사식당 앞',1,3
'201704','525',' 한양대병원사거리',4,4
'201704','526',' 용답토속공원 앞',1,1
'201704','529',' 장한평역 8번 출구 앞',6,6
'201704','537',' 한양대후문역 부근',1,0
'201704','550',' 서울시설공단 앞',2,0
'201704','539',' 군자교교차로',2,2
'201704','542',' 강변역 4번출구 뒤',2,5
'201704','544',' 광남중학교',1,4
'201704','124',' 서강대 정문 건너편',10,12
'201704','605',' 신설동역8번출구',2,1
'201704','125',' 서강대 남문 옆',15,32
'201704','613',' 신설동역 10번출구 앞',0,2
'201704','614',' 용두동 사거리',3,3
'201704','227',' 양평2나들목 보행통로 입구',2,5
'201704','126',' 서강대 후문 옆',2,1
'201704','127',' 현대벤처빌 앞',0,4
'201704','242',' 신길선원가와인아파트 앞',1,1
'201704','243',' 이앤씨드림타워 앞',3,2
'201704','247',' 당산역 10번출구 앞',2,0
'201704','248',' 초원아파트 앞',19,29
'201704','249',' 여의도중학교 옆',4,4
'201704','128',' 신촌역(2호선) 1번출구 옆',16,22
'201704','252',' 보라매역4번출구',1,0
'201704','256',' 동아에코빌입구',0,2
'201704','258',' 신길역3번출구',2,4
'201704','259',' 대방역6번출구',0,1
'201704','700',' KB국민은행 염창역 지점 앞',1,0
'201704','129',' 신촌역(2호선) 6번출구 옆',2,3
'201704','702',' 목4동주민센터 옆',0,1
'201704','130',' 신촌역(2호선) 7번출구 앞',12,7
'201704','802',' 한강진역 2번 출구 앞',1,0
'201704','803',' 한남초교 앞 보도육교',2,1
'201704','805',' 문배어린이공원 앞',2,2
'201704','807',' 서울역 12번 출구 앞',3,6
'201704','808',' 서빙고동 금호맨션 앞',1,4
'201704','809',' 한남 유수지 복개주차장',6,2
'201704','810',' 이태원지하보도',6,2
'201704','811',' 녹사평역1번출구',19,16
'201704','812',' 용산전쟁기념관',4,4
'201704','813',' 삼각지역 3번출구',1,1
'201704','815',' LIG강촌아파트 103동앞',2,0
'201704','385',' 종각역 5번출구',3,3
'201704','387',' 훈련원공원주차장 앞',3,11
'201704','132',' 창천문화공원',4,4
'201704','182',' 망원2빗물펌프장 앞',4,2
'201704','183',' 하늘채코오롱아파트 건너편',7,3
'201704','184',' SK망원동주유소 건너편',1,1
'201704','185',' 마포 신수공원 앞',13,12
'201704','186',' 월드컵공원',10,11
'201704','195',' 모래내고가차도 ',4,2
'201704','196',' 연희교차로 인근',1,0
'201704','198',' 충정2교',1,1
'201704','556',' 달맞이공원',2,3
'201704','134',' 연세로 명물길',17,10
'201704','559',' 왕십리역 4번 출구 건너편',1,1
'201704','561',' 서울숲역 2번출구 앞',7,8
'201704','565',' 옥수역 3번출구',7,17
'201704','567',' 성수역 2번출구 앞',1,1
'201704','568',' 청계8가사거리 부근',3,4
'201704','135',' 명물길 원형무대 앞',14,3
'201704','555',' 구의3동주민센터',2,0
'201704','574',' 아차산역4번출구',1,0
'201704','576',' 광나루역 3번 출구',0,1
'201704','577',' 광진청소년수련관',4,0
'201704','137',' NH농협 신촌지점 앞',3,9
'201704','623',' 서울시립대 정문 앞',0,2
'201704','102',' 망원역 1번출구 앞',6,6
'201704','138',' 신촌동 제1공영주차장 앞',18,3
'201704','633',' 청량리 기업은행 앞',3,0
'201704','634',' 외국어대 정문 앞',6,8
'201704','635',' 시조사 앞 (청량고정문 옆)',2,2
'201704','641',' 용두역 4번출구',2,2
'201704','140',' 이화여대 후문',7,3
'201704','260',' 여의도 마리나선착장 앞',6,7
'201704','141',' 연대 대운동장 옆',18,4
'201704','266',' 영등포청과시장 사거리',2,1
'201704','267',' 삼성화재 사옥 옆',0,1
'201704','268',' 그랜드컨벤션센터 앞',1,0
'201704','271',' 샛강생태공원방문자센터 앞',1,3
'201704','272',' 당산육갑문',3,3
'201704','139',' 연세대 정문 건너편',2,2
