일시,대여소,대여건수,반납건수
202106,4778. 대신파이낸스센터,1,0
202106,4781. 브라운스위트레지던스,1,0
202106,4784. 중부경찰서앞 사거리,0,1
202106,479.동대입구역 3번 출구,1,0
202106,4791. 명동역9번 출구,2,4
202106,4794. 서울역 서부교차로(3),0,1
202106,4796. 부산은행,0,1
202106,4797. KG타워 앞,2,4
202106,481.신당역 10번 출구,1,0
202106,484.도동삼거리,0,1
202106,485.서울역5번출구,6,0
202106,4854. 가락시장역 2번 출구,0,1
202106,4857. 올림픽공원 장미광장,1,1
202106,4859. 잠실나루 나들목,0,4
202106,4863. 잠실나들목5,5,0
202106,4865. 한성백제역 1번출구 뒤,1,1
202106,487.신석초교앞 교차로 교통섬,1,1
202106,488.푸르메병원,1,1
202106,489.구룡근린공원,2,1
202106,490.가온문화공원,1,0
202106,493.홍대입구역 6번출구,0,3
202106,497.합정동주민센터 앞,1,4
202106,498.연남동주민센터 앞,3,1
202106,500. 어린이대공원역 3번출구 앞,1,0
202106,502. 뚝섬유원지역 1번출구 앞,27,39
202106,505. 자양사거리 광진아크로텔 앞,4,0
202106,506. 금호 어울림 아파트 앞,0,2
202106,509. 이마트 버스정류소 옆,3,3
202106,510. 서울숲 남문 버스정류소 옆,2,9
202106,511. 서울숲역 4번 출구 옆,8,6
202106,512. 뚝섬역 1번 출구 옆,4,12
202106,514. 성수사거리 버스정류장 앞,0,1
202106,516. 광진메디칼 앞,3,0
202106,519. 양지사거리,1,1
202106,521. 왕십리역 11번 출구 앞,0,1
202106,522. 금호역 1번출구 앞,3,5
202106,525. 한양대병원사거리,3,4
202106,529. 장한평역 8번 출구 앞,3,3
202106,537. 한양대후문역 부근,2,0
202106,538. 답십리역 8번출구 앞,1,0
202106,539. 군자교교차로,1,2
202106,540. 군자역 7번출구 베스트샵 앞,1,0
202106,543. 구의공원(테크노마트 앞),2,0
202106,549. 아차산역 3번출구,0,3
202106,556. 달맞이공원,1,1
202106,557. 도선동 주민센터 앞,1,0
202106,559. 왕십리역 4번 출구 건너편,2,1
202106,561. 서울숲역 2번출구 앞,1,1
202106,562. 군자지하보도 앞,2,0
202106,563. 성동세무서 건너편,1,0
202106,565. 옥수역 3번출구,19,14
202106,567. 성수역 2번출구 앞,2,2
202106,568. 청계8가사거리 부근,3,0
202106,577. 광진청소년수련관,2,2
202106,579. 마장역 4번출구,1,0
202106,581. 용답초등학교,4,2
202106,582. 경일중학교 앞,2,1
202106,583. 청계천 생태교실 앞,5,6
202106,584. 광진광장 교통섬,3,12
202106,585. 성수2가1동 공영주차장 인근,1,1
202106,587. 유니베라 앞,1,0
202106,588. 뚝섬 유원지역,2,4
202106,589. 성수역3번출구,1,1
202106,592. 건국대학교 학생회관,7,6
202106,593.자양중앙나들목,2,0
202106,602. 장안동 사거리,5,3
202106,607. 신이문역 2번출구,0,1
202106,609. 제기2교,2,2
202106,613. 신설동역 10번출구 앞,1,0
202106,623. 서울시립대 정문 앞,2,2
202106,625. 답십리초등학교 앞(현대시장 옆),1,1
202106,626. 군자교 서측 녹지대,18,13
202106,630. 동대문구 보건소,1,0
202106,631. 답십리역 1번출구,0,1
202106,633. 청량리 기업은행 앞,1,3
202106,634. 외국어대 정문 앞,12,13
202106,635. 시조사 앞 (청량고정문 옆),1,0
202106,636. 세종대왕기념관 교차로,0,2
202106,637. KAIST 경영대학 앞,2,5
202106,638. 서울시립대 정보기술관,0,1
202106,639. 서울시립대 후문,1,0
202106,641. 용두역 4번출구,6,4
202106,646. 장한평역 1번출구 (국민은행앞),7,5
202106,650. 중랑교사거리,1,2
202106,654. 전농동 텃골공원,0,1
202106,659. 제기역1번출구,3,2
202106,660. 동의보감타워,1,1
202106,661. 경희대학교 청운관,4,3
202106,663. 외대앞역 4번출구,2,5
202106,664. 서울시립대 건설공학관,0,1
202106,668.서울축산농협(장안지점),21,24
202106,670.삼육서울병원 버스정류장,3,2
202106,673.안암골벽산아파트(후문),3,1
202106,674.고대앞사거리 교통섬,26,18
202106,675.성복교회 앞 (장평교 아래),3,5
202106,676.FITI시험연구원 앞,2,0
202106,677.청량리역 4번 5번출구 사이,1,0
202106,680.꿈마루어린이도서관 앞,6,4
202106,703. 오목교역 7번출구 앞,0,1
202106,708. 서울출입국관리사무소 앞,1,0
202106,726. 목동3단지 시내버스정류장,2,1
202106,732. 신월동 이마트,1,1
202106,743. 현대6차아파트 101동 옆,1,1
202106,744. 신목동역 2번 출구,0,1
202106,749. 이대 목동병원 앞,1,0
202106,755. 목동1단지아파트 상가 앞,1,0
202106,758. 한사랑교회 앞,2,2
202106,762. 오목로 무중력지대 앞,1,1
202106,765. 오목교역 3번출구,1,0
202106,769.CBS방송국 앞,0,1
202106,770.목동역5번출구 교통정보센터 앞,0,4
202106,"785.양천구청, 보건소 사잇길",1,0
202106,788.양천구청역 2번출구 옆,1,0
202106,791.현대하이페리온,1,0
202106,800. 목월공원 앞,1,2
202106,802. 한강진역 2번 출구 앞,3,0
202106,803. 한남초교 앞 보도육교,4,0
202106,805. 문배어린이공원 앞,0,2
202106,806. 전자랜드 본관 앞,0,1
202106,807. 서울역 12번 출구 앞,3,4
202106,808. 서빙고동 금호맨션 앞,1,2
202106,809. 한남 유수지 복개주차장,13,11
202106,810. 이태원지하보도,7,7
202106,811. 녹사평역1번출구,8,2
202106,812. 용산전쟁기념관,1,2
202106,813. 삼각지역 3번출구,2,1
202106,816. 신용산역 6번출구 앞,6,11
202106,817. 삼각지역 4번출구 앞,1,0
202106,818. 숙명여대 입구 교차로,2,3
202106,820. 청파동입구 교차로,11,10
202106,822. 이촌1동 마을공원,5,2
202106,825. 서빙고동 주민센터 앞,15,13
202106,826. 서울역 서부교차로2,5,5
202106,828. 숙대입구역 8번,1,3
202106,829. 베르가모앞,7,6
202106,831. 이태원관광특구입구,3,3
202106,832. 이촌1동 주민센터 뒤,4,5
202106,835. 남영역 건너편,2,2
202106,836. 현대자동차서비스 앞,2,5
202106,837. 한남나들목 입구,5,9
202106,838. 숙대입구역 4번출구,6,5
202106,839. 보광동 삼성리버빌아파트 앞,7,6
202106,840. 용산 파크타워 앞,7,3
202106,841. 신용산역 1번 출구,1,3
202106,843. 녹사평역 광장,2,6
202106,844. 이촌2동 동원베네스트 아파트 앞,1,2
202106,845. 용산 선인상가,2,0
202106,846. 용산중학교,0,1
202106,849. 삼각지 자이아파트,3,0
202106,852.청암자이APT(103동),0,3
202106,853.용산역 맞은편,7,4
202106,854.HID 유족동지회 앞,3,1
202106,855.이촌역5번출구 앞,1,0
202106,857. 현대 안성타워,3,1
202106,858.녹사평역3번 출구,1,2
202106,860.LG한강 자이아파트 앞,3,6
202106,863.이촌역2번 출구,2,0
202106,864.순천향대학병원(한남오거리),4,1
202106,866.브라운스톤 남산아파트,0,1
202106,867.서빙고역 광장(1번출구),0,2
202106,869.노들섬 동측 앞,0,2
202106,870.노들섬 서측 앞,3,6
202106,903. 은평뉴타운 아이파크,1,0
202106,905. 구파발역 2번출구,1,0
202106,907. CJ 드림시티,4,1
202106,913. 이마트 은평점,1,0
202106,914. 새절역 2번출구,1,0
202106,922. 연신내역 4번출구,2,1
202106,927. 연신내역 3번출구 인근,0,1
202106,928. 은평역사한옥박물관,0,1
202106,931. 역촌파출소,1,1
202106,932. 예일여중,5,0
202106,947. 연신내 선일하이츠빌 정류소,1,1
202106,993.은평뉴타운 은뜨락아파트앞,1,1
202106,상담센터,1,0
